Timestamp,UserReadTime,0user,0nice,0system,0idle,1user,1nice,1system,1idle,2user,2nice,2system,2idle,3user,3nice,3system,3idle,4user,4nice,4system,4idle,5user,5nice,5system,5idle,6user,6nice,6system,6idle,7user,7nice,7system,7idle,8user,8nice,8system,8idle,9user,9nice,9system,9idle,10user,10nice,10system,10idle,11user,11nice,11system,11idle,12user,12nice,12system,12idle,13user,13nice,13system,13idle,load0,load1,load2,load3,load4,load5,load6,load7,load8,load9,load10,load11,load12,load13,0current,0min,0max,virtual_total,virtual_available,virtual_percent,virtual_used,virtual_free,virtual_active,virtual_inactive,virtual_wired,swap_total,swap_used,swap_free,swap_percent,swap_sin,swap_sout,disk_usage_total,disk_usage_used,disk_usage_free,disk_usage_percent,disk_io_read_count_rate,disk_io_write_count_rate,disk_io_read_bytes_rate,disk_io_write_bytes_rate,disk_io_read_time_rate,disk_io_write_time_rate,net_io_bytes_sent_rate,net_io_bytes_recv_rate,net_io_packets_sent_rate,net_io_packets_recv_rate,net_io_errin_rate,net_io_errout_rate,net_io_dropin_rate,net_io_dropout_rate,net_connections_count,injector
1768231299.07207,2026-01-12 16:21:39,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,50.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,16.7,16.7,0.0,0.0,0.0,4,1,4,25769803776,6487736320,74.8,9703342080,65159168,6430212096,6404096000,3273129984,0,0,0,0.0,242671878144,4752277504,494384795648,17738448896,26872954880,39.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,rest
1768231299.5771039,2026-01-12 16:21:39,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,16.7,50.0,0.0,16.7,0.0,4,1,4,25769803776,6504382464,74.8,9712975872,70320128,6457425920,6413991936,3255549952,0,0,0,0.0,242673319936,4752556032,494384795648,17738448896,26871738368,39.8,235.62771436637325,366.311992922513,3284689.9395637754,4436359.004793543,35.64116687894722,13.86045378625725,2027.586382446775,4055.17276489355,9.900324133040893,9.900324133040893,0.0,0.0,0.0,0.0,0,rest
1768231300.082149,2026-01-12 16:21:40,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,33.3,20.0,20.0,16.7,0.0,0.0,0.0,0.0,0.0,0.0,16.7,0.0,16.7,0.0,4,1,4,25769803776,6592282624,74.4,9649684480,87670784,6523748352,6482493440,3125936128,0,0,0,0.0,242677006336,4752556032,494384795648,17738448896,26871767040,39.8,249.48263264210718,619.746539817298,9334800.584608601,12108477.213571366,41.580438773684534,17.8201880458648,14192.78976808432,6082.624186321851,53.460564137594396,45.54048056165448,0.0,0.0,0.0,0.0,0,rest
1768231300.586541,2026-01-12 16:21:40,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,4,25769803776,6606323712,74.4,9630187520,81313792,6550814720,6502875136,3079372800,0,0,0,0.0,242677006336,4752556032,494384795648,17738448896,26871767040,39.8,0.0,168.51975327724452,0.0,1762185.2864108211,0.0,7.930341330693859,6090.502141972884,10150.83690328814,25.773609324755043,19.82585332673465,0.0,0.0,0.0,0.0,0,rest
1768231301.0893729,2026-01-12 16:21:41,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7,0.0,4,1,4,25769803776,6654509056,74.2,9582346240,147111936,6502940672,6484213760,3079405568,0,0,0,0.0,242677301248,4752556032,494384795648,17738448896,26871910400,39.8,107.39174691682906,612.5307046367287,1653610.1640811178,6256022.689725609,21.87609659416888,15.909888432122825,8145.8628772468865,8145.8628772468865,35.79724897227636,35.79724897227636,0.0,0.0,0.0,0.0,0,rest
1768231301.5943942,2026-01-12 16:21:41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,16.7,16.7,0.0,16.7,0.0,0.0,0.0,0.0,0.0,16.7,0.0,16.7,0.0,0.0,4,1,4,25769803776,6578569216,74.5,9656401920,85049344,6368034816,6470107136,3288367104,0,0,0,0.0,242678022144,4752556032,494384795648,17738448896,26871910400,39.8,9.900571849950879,0.0,356864.13221710944,0.0,3.9602287399803515,0.0,8110.54845947976,0.0,11.880686219941055,1.9801143699901758,0.0,0.0,0.0,0.0,0,rest
1768231302.0993469,2026-01-12 16:21:42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,50.0,40.0,25.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,4,25769803776,6565838848,74.5,9665888256,73940992,6371049472,6468009984,3294838784,0,0,0,0.0,242678022144,4752556032,494384795648,17738448896,26868895744,39.8,49.50959075510228,663.4285161183706,730048.6214384362,12491943.077946575,7.921534520816365,41.588056234285915,10139.564186644948,16223.302698631916,53.47035801551046,55.45074164571456,0.0,0.0,0.0,0.0,0,rest
1768231302.599637,2026-01-12 16:21:42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,4,25769803776,6591774720,74.4,9662251008,102531072,6359760896,6462881792,3302490112,0,0,0,0.0,242678022144,4752556032,494384795648,17738448896,26868895744,39.8,227.8677658695873,79.9536020595043,3528704.254734987,777788.640834858,29.982600772314115,1.9988400514876077,12280.873276339862,6140.436638169931,35.979120926776936,23.986080617851293,0.0,0.0,0.0,0.0,0,rest
1768231303.100498,2026-01-12 16:21:43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,4,25769803776,6587432960,74.4,9666494464,100040704,6352011264,6460882944,3314483200,0,0,0,0.0,242678022144,4752556032,494384795648,17738448896,26868895744,39.8,0.0,115.80060768397006,0.0,809613.9589358723,0.0,5.989686604343279,8177.918777130024,8177.918777130024,55.90374164053727,59.89686604343279,0.0,0.0,0.0,0.0,0,rest
1768231303.605449,2026-01-12 16:21:43,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,4,25769803776,6653837312,74.2,9599188992,141836288,6519717888,6485475328,3079471104,0,0,0,0.0,242678022144,4752556032,494384795648,17738448896,26868895744,39.8,0.0,1.9803901756347508,0.0,32446.712637599758,0.0,1.9803901756347508,0.0,0.0,13.862731229443256,5.941170526904252,0.0,0.0,0.0,0.0,0,rest
