[2026-01-12 14:05:22] CRITICAL: Anomaly detected! Cause: MEMORY | Conf: 0.5600 | Threat Level: 74
[2026-01-12 14:05:23] CRITICAL: Anomaly detected! Cause: MEMORY | Conf: 0.5300 | Threat Level: 75
[2026-01-12 14:05:23] CRITICAL: Anomaly detected! Cause: MEMORY | Conf: 0.5400 | Threat Level: 76
[2026-01-12 14:05:24] CRITICAL: Anomaly detected! Cause: MEMORY | Conf: 0.5600 | Threat Level: 77
[2026-01-12 14:05:24] CRITICAL: Anomaly detected! Cause: MEMORY | Conf: 0.5100 | Threat Level: 78
[2026-01-12 14:05:24] CRITICAL: Anomaly detected! Cause: MEMORY | Conf: 0.5200 | Threat Level: 79
[2026-01-12 14:05:25] CRITICAL: Anomaly detected! Cause: MEMORY | Conf: 0.5700 | Threat Level: 80
[2026-01-12 14:05:25] CRITICAL: Anomaly detected! Cause: MEMORY | Conf: 0.5400 | Threat Level: 81
[2026-01-12 14:05:26] CRITICAL: Anomaly detected! Cause: MEMORY | Conf: 0.5500 | Threat Level: 82
[2026-01-12 14:05:26] CRITICAL: Anomaly detected! Cause: MEMORY | Conf: 0.5100 | Threat Level: 83
[2026-01-12 14:05:26] CRITICAL: Anomaly detected! Cause: MEMORY | Conf: 0.5200 | Threat Level: 84
[2026-01-12 14:05:27] CRITICAL: Anomaly detected! Cause: MEMORY | Conf: 0.5400 | Threat Level: 85
[2026-01-12 14:05:27] CRITICAL: Anomaly detected! Cause: MEMORY | Conf: 0.5600 | Threat Level: 86
[2026-01-12 14:05:27] CRITICAL: Anomaly detected! Cause: MEMORY | Conf: 0.5600 | Threat Level: 87
[2026-01-12 14:05:28] CRITICAL: Anomaly detected! Cause: MEMORY | Conf: 0.5700 | Threat Level: 88
[2026-01-12 14:05:28] CRITICAL: Anomaly detected! Cause: MEMORY | Conf: 0.5300 | Threat Level: 89
[2026-01-12 14:05:29] CRITICAL: Anomaly detected! Cause: MEMORY | Conf: 0.5100 | Threat Level: 90
[2026-01-12 14:05:29] CRITICAL: Anomaly detected! Cause: CLEAN | Conf: 0.5000 | Threat Level: 87
[2026-01-12 14:05:29] CRITICAL: Anomaly detected! Cause: MEMORY | Conf: 0.5200 | Threat Level: 88
[2026-01-12 14:05:30] CRITICAL: Anomaly detected! Cause: MEMORY | Conf: 0.5200 | Threat Level: 89
[2026-01-12 14:05:30] CRITICAL: Anomaly detected! Cause: MEMORY | Conf: 0.5400 | Threat Level: 90
[2026-01-12 14:05:31] CRITICAL: Anomaly detected! Cause: MEMORY | Conf: 0.5200 | Threat Level: 91
[2026-01-12 14:05:31] CRITICAL: Anomaly detected! Cause: MEMORY | Conf: 0.5400 | Threat Level: 92
[2026-01-12 14:05:31] CRITICAL: Anomaly detected! Cause: MEMORY | Conf: 0.5400 | Threat Level: 93
[2026-01-12 14:05:32] CRITICAL: Anomaly detected! Cause: CLEAN | Conf: 0.4800 | Threat Level: 90
[2026-01-12 14:05:32] CRITICAL: Anomaly detected! Cause: MEMORY | Conf: 0.5200 | Threat Level: 91
[2026-01-12 14:05:32] CRITICAL: Anomaly detected! Cause: MEMORY | Conf: 0.5700 | Threat Level: 92
[2026-01-12 14:05:33] CRITICAL: Anomaly detected! Cause: MEMORY | Conf: 0.5600 | Threat Level: 93
[2026-01-12 14:05:33] CRITICAL: Anomaly detected! Cause: MEMORY | Conf: 0.5400 | Threat Level: 94
[2026-01-12 14:05:34] CRITICAL: Anomaly detected! Cause: MEMORY | Conf: 0.5200 | Threat Level: 95
[2026-01-12 14:05:34] CRITICAL: Anomaly detected! Cause: MEMORY | Conf: 0.5100 | Threat Level: 96
[2026-01-12 14:08:34] CRITICAL: Anomaly detected! Cause: NETWORK | Conf: 0.6200 | Threat Level: 21
[2026-01-12 14:08:34] CRITICAL: Anomaly detected! Cause: NETWORK | Conf: 0.6900 | Threat Level: 23
[2026-01-12 14:08:34] CRITICAL: Anomaly detected! Cause: NETWORK | Conf: 0.6900 | Threat Level: 25
[2026-01-12 14:08:35] CRITICAL: Anomaly detected! Cause: NETWORK | Conf: 0.7500 | Threat Level: 27
[2026-01-12 14:08:35] CRITICAL: Anomaly detected! Cause: NETWORK | Conf: 0.6400 | Threat Level: 29
[2026-01-12 14:08:36] CRITICAL: Anomaly detected! Cause: NETWORK | Conf: 0.7400 | Threat Level: 31
[2026-01-12 14:08:36] CRITICAL: Anomaly detected! Cause: NETWORK | Conf: 0.6600 | Threat Level: 33
[2026-01-12 14:08:36] CRITICAL: Anomaly detected! Cause: NETWORK | Conf: 0.5500 | Threat Level: 34
[2026-01-12 14:08:37] CRITICAL: Anomaly detected! Cause: NETWORK | Conf: 0.7800 | Threat Level: 36
[2026-01-12 14:08:37] CRITICAL: Anomaly detected! Cause: NETWORK | Conf: 0.6600 | Threat Level: 38
[2026-01-12 14:08:37] CRITICAL: Anomaly detected! Cause: CLEAN | Conf: 0.4700 | Threat Level: 35
[2026-01-12 14:08:38] CRITICAL: Anomaly detected! Cause: NETWORK | Conf: 0.6800 | Threat Level: 37
[2026-01-12 14:08:38] CRITICAL: Anomaly detected! Cause: NETWORK | Conf: 0.6400 | Threat Level: 39
[2026-01-12 14:08:39] CRITICAL: Anomaly detected! Cause: NETWORK | Conf: 0.6900 | Threat Level: 41
[2026-01-12 14:08:39] CRITICAL: Anomaly detected! Cause: NETWORK | Conf: 0.7300 | Threat Level: 43
[2026-01-12 14:08:39] CRITICAL: Anomaly detected! Cause: NETWORK | Conf: 0.6500 | Threat Level: 45
[2026-01-12 14:08:40] CRITICAL: Anomaly detected! Cause: NETWORK | Conf: 0.6700 | Threat Level: 47
[2026-01-12 14:08:40] CRITICAL: Anomaly detected! Cause: CLEAN | Conf: 0.2700 | Threat Level: 44
[2026-01-12 14:08:40] CRITICAL: Anomaly detected! Cause: CLEAN | Conf: 0.2300 | Threat Level: 41
[2026-01-12 14:08:41] CRITICAL: Anomaly detected! Cause: NETWORK | Conf: 0.5600 | Threat Level: 42
[2026-01-12 14:08:41] CRITICAL: Anomaly detected! Cause: CLEAN | Conf: 0.4500 | Threat Level: 39
[2026-01-12 14:08:42] CRITICAL: Anomaly detected! Cause: CLEAN | Conf: 0.3100 | Threat Level: 36
[2026-01-12 14:08:42] CRITICAL: Anomaly detected! Cause: CLEAN | Conf: 0.2300 | Threat Level: 33
[2026-01-12 14:08:42] CRITICAL: Anomaly detected! Cause: CLEAN | Conf: 0.2000 | Threat Level: 30
